payer,plan,line_of_business,state,surgery,cpt,status,authority,policy_url,policy_title,effective_date,key_criterion,note
Cigna,Cigna Healthcare Medicare,Medicare Advantage,Nebraska,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,VERIFIED (CMS LCD/NCD),CMS MAC: WPS J5,https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,NCD 220.2 — Magnetic Resonance Imaging,04/10/2018,"MRI is useful in examining the head, central nervous system, and spine.","National NCD governing MRI coverage generally; contains covered/non-covered indications (e.g., contraindications such as certain implanted devices) but no procedure-specific conservative-care criteria for joint/extremity MRI. No MAC has an LCD or bil"
Cigna,Cigna Healthcare Medicare,Medicare Advantage,Nevada,Total knee arthroplasty (TKA),27447,VERIFIED (CMS LCD/NCD),CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?LCDId=36575,Total Knee Arthroplasty (L36575),11/06/2025,"Advanced joint disease demonstrated by: Radiographic supported evidence or when conventional radiography is not adequate, magnetic resonance imaging (MRI) and/or computed tomography (CT)... supported ",Noridian consolidated its TKA LCDs eff 11/06/2025: L36577 retired; L36575 'Total Knee Arthroplasty' now covers all JE+JF states and is currently in effect (verified in CMS MCD).
Cigna,Cigna Healthcare Medicare,Medicare Advantage,Nevada,Total hip arthroplasty (THA),27130,VERIFIED (CMS LCD/NCD),CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?LCDId=34163,Total Hip Arthroplasty (L34163),11/06/2025,"Advanced joint disease demonstrated by: Radiographic supported evidence or when conventional radiography is not adequate, magnetic resonance imaging (MRI) and/or computed tomography (CT)... supported ",Noridian consolidated its THA LCDs eff 11/06/2025: L36573 retired; L34163 'Total Hip Arthroplasty' now covers all JE+JF states and is currently in effect (verified in CMS MCD).
Cigna,Cigna Healthcare Medicare,Medicare Advantage,Nevada,Arthroscopic rotator cuff repair,29827,NO LCD — general medical necessity,CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Checked MCD via cms.gov site search and Coverage API (2026-08-18); only Total Shoulder Arthroplasty LCDs (e.g., L39956) exist for shoulder, and they do not cover 29827."
Cigna,Cigna Healthcare Medicare,Medicare Advantage,Nevada,Total shoulder arthroplasty,23472,NO LCD — general medical necessity,CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review. UHC MA Joint Procedures policy (10/01/2025) confirms no non-Palmetto shoulder LCDs.
Cigna,Cigna Healthcare Medicare,Medicare Advantage,Nevada,ACL reconstruction,29888,NO LCD — general medical necessity,CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. No MAC LCD or billing article for 29888/anterior cruciate ligament reconstruction found in MCD.
Cigna,Cigna Healthcare Medicare,Medicare Advantage,Nevada,Lumbar fusion,22612,NO LCD — general medical necessity,CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD — general medical-necessity review. Note: L36575 is Noridian's Total Knee Arthroplasty LCD (active, rev. eff. 11/06/2025), not a lumbar fusion policy."
Cigna,Cigna Healthcare Medicare,Medicare Advantage,Nevada,Cervical fusion / ACDF,22551,VERIFIED (CMS LCD/NCD),CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39758,LCD L39758 - Cervical Fusion,07/07/2024 (rev. eff. 09/11/2025),Persistent or recurrent moderate or severe arm pain (4 or more on the visual analog scale or equivalent) present for a minimum of 12 weeks within the current episode of arm pain with documented failur,L39758 now covers both JE and JF; the separate JF LCD L39762 was retired 09/11/2025 (consolidated).
Cigna,Cigna Healthcare Medicare,Medicare Advantage,Nevada,Total ankle arthroplasty,27702,NO LCD — general medical necessity,CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. MAC 'Total Joint Arthroplasty' LCDs explicitly cover hip/knee only: Palmetto L33456 and WPS L39911 state they address only hip and knee replacement and never mention ankle; NGS L36
Cigna,Cigna Healthcare Medicare,Medicare Advantage,Nevada,Bunionectomy / hallux valgus,28296,NO LCD — general medical necessity,CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. Verified (not assumed): cms.gov site-restricted searches for bunion/bunionectomy/hallux valgus/hammertoe/foot surgery and Coverage API queries surface only Routine Foot Care LCDs (
Cigna,Cigna Healthcare Medicare,Medicare Advantage,Nevada,Hip arthroscopy,29914-29916,NO LCD — general medical necessity,CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Searches for 29914/29915/29916, hip arthroscopy, and femoroacetabular impingement return only Total Joint Arthroplasty LCDs (hip/knee replacement), which do not cover arthroscopic "
Cigna,Cigna Healthcare Medicare,Medicare Advantage,Nevada,Lumbar microdiscectomy / decompression,63030,NO LCD — general medical necessity,CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
Cigna,Cigna Healthcare Medicare,Medicare Advantage,Nevada,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,VERIFIED (CMS LCD/NCD),CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34220,LCD L34220 — Lumbar MRI,10/01/2015; revision effective 10/23/2025,"For a patient with low back pain syndrome where there is no known injury, history of cancer, or septic disorder and there are no symptoms or signs suggesting nerve root disorder or spinal cord dysfunc",Active. Only MAC LCD on lumbar MRI medical necessity; 10/23/2025 revision consolidated JE and JF under L34220 (former JF twin L37281 retired 10/23/2025). Traditional-Medicare LCD that MA plans must follow per CMS-4201-F.
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Hampshire,Total knee arthroplasty (TKA),27447,VERIFIED (CMS LCD/NCD),CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36039&ver=13,Total Joint Arthroplasty (L36039),04/01/2026,"Advanced Joint disease and all of the following: The joint disease is evidenced by conventional radiography, or MRI; Pain or functional disability attributable to the advanced joint disease; and Unsuc","NGS LCD 'Total Joint Arthroplasty' L36039 — contractor now listed in MCD as Wellpoint Federal (NGS rebrand); currently in effect, current revision eff 04/01/2026; covers J6 (IL/MN/WI) and JK (CT/ME/MA/NH/NY/RI/VT); TKA and THA (verified in CMS MCD)."
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Hampshire,Total hip arthroplasty (THA),27130,VERIFIED (CMS LCD/NCD),CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36039&ver=13,Total Joint Arthroplasty (L36039),04/01/2026,"Advanced Joint disease and all of the following: The joint disease is evidenced by conventional radiography, or MRI; Pain or functional disability attributable to the advanced joint disease; and Unsuc","NGS LCD 'Total Joint Arthroplasty' L36039 — contractor now listed in MCD as Wellpoint Federal (NGS rebrand); currently in effect, current revision eff 04/01/2026; covers J6 (IL/MN/WI) and JK (CT/ME/MA/NH/NY/RI/VT); TKA and THA (verified in CMS MCD)."
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Hampshire,Arthroscopic rotator cuff repair,29827,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Checked MCD via cms.gov site search and Coverage API (2026-08-18); only Total Shoulder Arthroplasty LCDs (e.g., L39956) exist for shoulder, and they do not cover 29827."
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Hampshire,Total shoulder arthroplasty,23472,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Hampshire,ACL reconstruction,29888,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. No MAC LCD or billing article for 29888/anterior cruciate ligament reconstruction found in MCD.
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Hampshire,Lumbar fusion,22612,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Hampshire,Cervical fusion / ACDF,22551,VERIFIED (CMS LCD/NCD),CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39770,LCD L39770 - Cervical Fusion,08/01/2024 (rev. eff. 04/09/2026),Persistent or recurrent moderate or severe arm pain (4 or more on the visual analog scale or equivalent) present for a minimum of 12 weeks within the current episode of arm pain,Contractor listed as Wellpoint Federal (formerly National Government Services).
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Hampshire,Total ankle arthroplasty,27702,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. MAC 'Total Joint Arthroplasty' LCDs explicitly cover hip/knee only: Palmetto L33456 and WPS L39911 state they address only hip and knee replacement and never mention ankle; NGS L36
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Hampshire,Bunionectomy / hallux valgus,28296,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. Verified (not assumed): cms.gov site-restricted searches for bunion/bunionectomy/hallux valgus/hammertoe/foot surgery and Coverage API queries surface only Routine Foot Care LCDs (
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Hampshire,Hip arthroscopy,29914-29916,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Searches for 29914/29915/29916, hip arthroscopy, and femoroacetabular impingement return only Total Joint Arthroplasty LCDs (hip/knee replacement), which do not cover arthroscopic "
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Hampshire,Lumbar microdiscectomy / decompression,63030,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Hampshire,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,VERIFIED (CMS LCD/NCD),CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,NCD 220.2 — Magnetic Resonance Imaging,04/10/2018,"MRI is useful in examining the head, central nervous system, and spine.","National NCD governing MRI coverage generally; contains covered/non-covered indications (e.g., contraindications such as certain implanted devices) but no procedure-specific conservative-care criteria for joint/extremity MRI. No MAC has an LCD or bil"
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Jersey,Total knee arthroplasty (TKA),27447,VERIFIED (CMS LCD/NCD),CMS MAC: Novitas JL,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?LCDId=36007,Lower Extremity Major Joint Replacement (Hip and Knee) (L36007),11/14/2019,"Advanced joint disease demonstrated by radiographic supported evidence or magnetic resonance imaging (MRI), e.g., fracture or deterioration, distortion of joint surfaces, subchondral cysts, subchondra","Single Novitas LCD 'Lower Extremity Major Joint Replacement (Hip and Knee)' covers JH (AR/CO/LA/MS/NM/OK/TX) and JL (DE/DC/MD/NJ/PA); currently in effect, most recent revision eff 11/14/2019 (verified in CMS MCD)."
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Jersey,Total hip arthroplasty (THA),27130,VERIFIED (CMS LCD/NCD),CMS MAC: Novitas JL,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?LCDId=36007,Lower Extremity Major Joint Replacement (Hip and Knee) (L36007),11/14/2019,"Advanced joint disease demonstrated by radiographic supported evidence or magnetic resonance imaging (MRI), e.g., fracture or deterioration, distortion of joint surfaces, subchondral cysts, subchondra","Single Novitas LCD 'Lower Extremity Major Joint Replacement (Hip and Knee)' covers JH (AR/CO/LA/MS/NM/OK/TX) and JL (DE/DC/MD/NJ/PA); currently in effect, most recent revision eff 11/14/2019 (verified in CMS MCD)."
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Jersey,Arthroscopic rotator cuff repair,29827,NO LCD — general medical necessity,CMS MAC: Novitas JL,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Checked MCD via cms.gov site search and Coverage API (2026-08-18); only Total Shoulder Arthroplasty LCDs (e.g., L39956) exist for shoulder, and they do not cover 29827."
Cigna,Cigna Healthcare Medicare,Medicare Advantage,New Jersey,Total shoulder arthroplasty,23472,NO LCD — general medical necessity,CMS MAC: Novitas JL,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
